,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.2199026107788087,0.25373136267409463,0.015021419525146485,0.020722450665591714,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",0.672564226854096,0.6701947160054941,0.6770361990950227,0.675016160310278,0.6735914639075257,0.6736804680177123,0.0023000618678816853,14,0.6738585858585858,0.6750974727783277,0.6734475374732334,0.6734071350652499,0.6743086836204981,0.6740238829591789,0.0006282645512469875
1,5.515926837921143,0.6623703154979537,0.004740762710571289,0.000706618248366631,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.7302472127968977,0.721176375535267,0.7276987718164188,0.726890756302521,0.7279928865896047,0.7268011247939494,0.0030249894995644866,13,0.7268080808080808,0.7297226318660229,0.7277079713950951,0.7266777099915155,0.7266851152362293,0.7275203018593887,0.001166210434697829
2,5.2060035228729244,0.041899026483417104,0.004528474807739258,0.0006774143650933487,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",0.7324285021812894,0.7268320271471277,0.7310924369747899,0.7338396897220426,0.7326004365047288,0.7313584795888685,0.0024250990588429917,12,0.7328080808080808,0.7339649704046383,0.7330006868409357,0.7314855965415539,0.7330680509826893,0.7328654771155796,0.0007969401569553087
3,9.934615421295167,0.7400157782157079,0.0052144527435302734,0.0019681518313130297,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.7428502181289385,0.7359618647491315,0.7406270200387848,0.7431318681318682,0.7401988521542316,0.740553993341737,0.0025745199958366665,11,0.7418383838383839,0.7441465828973152,0.7422730394731526,0.7414245889054988,0.7425010604560971,0.7424367311140895,0.0009313407164846822
4,14.441864728927612,2.184003307035018,0.0037769794464111326,0.0005021514223015192,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",0.7517369526579415,0.7471115779267997,0.7525048480930834,0.7577569489334195,0.7522431493007841,0.7522705969811565,0.0033781645629479017,9,0.7545858585858586,0.756206945314236,0.7545957739081249,0.752757464344875,0.755388126931545,0.7547068338169278,0.0011438099021103233
5,12.066862392425538,0.10262301498893037,0.003578519821166992,0.0002895006214059905,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.7501211827435773,0.7457380625353478,0.7516160310277957,0.7564641241111829,0.7511923045832997,0.7510262128704871,0.003427367596294787,10,0.7534545454545455,0.7551564614856265,0.7542321522362733,0.7524544462849986,0.7544185670713233,0.7539432345065535,0.000920504379416076
6,20.748669385910034,0.4551161708765858,0.003261423110961914,0.0002907168106528976,1,l1,"{'C': 1, 'penalty': 'l1'}",0.7528679915979964,0.7508281489860225,0.75379767291532,0.7592921784098254,0.7538598334815294,0.7541290927308575,0.0028045954546570603,7,0.7576565656565657,0.7586917436011393,0.7580501797907155,0.756252272635449,0.7581352132021735,0.7577571949772086,0.0008218316767735692
7,15.964892387390137,0.20185712961287636,0.003393077850341797,0.00031112316805661296,1,l2,"{'C': 1, 'penalty': 'l2'}",0.7521408951365326,0.7506665589399693,0.7540400775694893,0.759453781512605,0.7537789992724921,0.7540159669026149,0.002978720409122918,8,0.7573535353535353,0.7584493242560756,0.7577067593228557,0.7559694557795644,0.7577918274183448,0.7574541804260753,0.0008225143815713517
8,28.794460391998292,1.3562739027502915,0.0035106182098388673,0.00025664125386905696,10,l1,"{'C': 10, 'penalty': 'l1'}",0.7529487800937147,0.7517976892623415,0.7544440853264383,0.7602617970265029,0.7541831703176785,0.754727043537283,0.002924214893550127,4,0.7582828282828283,0.7591765822912668,0.7584946062785342,0.7568785099591936,0.7583776031672289,0.7582420259958104,0.000750521718106147
9,442.7779971122742,843.7268041587499,0.003909540176391601,0.0005144507993169416,10,l2,"{'C': 10, 'penalty': 'l2'}",0.7529487800937147,0.7517976892623415,0.7543632837750485,0.7599385908209437,0.7539406676905667,0.7545977568764343,0.0028132874594765126,6,0.7581616161616161,0.7591765822912668,0.7583936002585754,0.7566158943073007,0.7581958106934373,0.7581087007424393,0.0008319132135699773
10,33.65370516777038,0.9854663410439745,0.003670358657836914,0.0005434795852425017,100,l1,"{'C': 100, 'penalty': 'l1'}",0.7531911455808693,0.7518784842853681,0.7543632837750485,0.7601001939237233,0.7541831703176785,0.7547432043698892,0.0028203912385795287,2,0.7583232323232323,0.7591967839033555,0.7585754110945012,0.7568785099591936,0.758478598986002,0.7582905072532569,0.0007658581270501534
11,20.396751403808594,0.8018059603150005,0.0035248279571533205,0.00025262648134288617,100,l2,"{'C': 100, 'penalty': 'l2'}",0.7532719340765875,0.7519592793083946,0.7542824822236587,0.7600193923723335,0.7542640045267157,0.7547593652024952,0.0027639010187264995,1,0.7583636363636364,0.7592371871275327,0.758595612298493,0.7568381075512101,0.7584382006584928,0.7582945487998731,0.0007906751932030024
12,34.36213045120239,2.0922888476652335,0.00384368896484375,0.00040717640080662734,1000,l1,"{'C': 1000, 'penalty': 'l1'}",0.7531103570851511,0.7519592793083946,0.7544440853264383,0.7600193923723335,0.7541831703176785,0.7547432043698892,0.0027806430578985126,2,0.7583232323232323,0.7592169855154441,0.758595612298493,0.7568785099591936,0.758478598986002,0.758298587816473,0.0007721800787379392
13,22.32033634185791,1.504424537667775,0.004042911529541016,0.0006025072020754022,1000,l2,"{'C': 1000, 'penalty': 'l2'}",0.7531911455808693,0.7519592793083946,0.7542824822236587,0.7600193923723335,0.7541831703176785,0.754727043537283,0.0027757527342239653,4,0.7583838383838384,0.7592573887396215,0.7586158135024847,0.7568785099591936,0.7584987981497566,0.7583268697469789,0.0007848445662238057
