everyDayHour,"avg(cpu)"
"06/09/19_14","0.8726851851851852"
"06/09/19_15","0.8537407407407407"
"06/09/19_16","1.2150370370370371"
"06/09/19_17","1.835759259259259"
"06/09/19_18","2.4659999999999997"
"06/09/19_19","2.5293888888888887"
"06/09/19_20","3.340333333333333"
"06/09/19_21","2.5827962962962965"
"06/09/19_22","4.237277777777777"
"06/09/19_23","2.074462962962963"
"06/10/19_00","2.2852592592592593"
"06/10/19_01","3.526777777777778"
"06/10/19_02","4.228555555555555"
"06/10/19_03","3.782"
"06/10/19_04","3.501"
"06/10/19_05","3.2320925925925925"
"06/10/19_06","4.100518518518518"
"06/10/19_07","5.641259259259259"
"06/10/19_08","9.779962962962964"
"06/10/19_09","22.20901851851852"
"06/10/19_10","24.38764814814815"
"06/10/19_11","25.412351851851852"
"06/10/19_12","23.75777777777778"
"06/10/19_13","23.365894538606405"
"06/10/19_14","25.090203703703704"
"06/10/19_15","24.58724074074074"
"06/10/19_16","21.520888888888887"
"06/10/19_17","20.633574074074073"
"06/10/19_18","17.88574074074074"
"06/10/19_19","17.93124074074074"
"06/10/19_20","16.340796296296297"
"06/10/19_21","16.305296296296298"
"06/10/19_22","14.354944444444445"
"06/10/19_23","15.014611111111112"
"06/11/19_00","16.939685185185187"
"06/11/19_01","15.14848148148148"
"06/11/19_02","16.17375925925926"
"06/11/19_03","17.156"
"06/11/19_04","18.641333333333332"
"06/11/19_05","19.322574074074076"
"06/11/19_06","16.83087037037037"
"06/11/19_07","17.59003703703704"
"06/11/19_08","19.702351851851848"
"06/11/19_09","22.551370370370375"
"06/11/19_10","22.42662962962963"
"06/11/19_11","22.437666666666665"
"06/11/19_12","20.715722222222222"
"06/11/19_13","21.29860640301318"
"06/11/19_14","25.121481481481485"
"06/11/19_15","23.99209259259259"
"06/11/19_16","25.091814814814818"
"06/11/19_17","18.290333333333333"
"06/11/19_18","16.9785"
"06/11/19_19","16.219351851851854"
"06/11/19_20","14.96201851851852"
"06/11/19_21","15.281925925925925"
"06/11/19_22","15.554907407407407"
"06/11/19_23","13.874333333333334"
"06/12/19_00","14.779499999999999"
"06/12/19_01","14.79264814814815"
"06/12/19_02","14.073648148148148"
"06/12/19_03","15.160833333333333"
"06/12/19_04","15.376703703703704"
"06/12/19_05","14.842222222222222"
"06/12/19_06","15.793037037037037"
"06/12/19_07","17.569581056466305"
"06/12/19_08","19.374037037037038"
"06/12/19_09","21.8842037037037"
"06/12/19_10","25.81544444444444"
"06/12/19_11","22.059592592592594"
"06/12/19_12","23.03366666666667"
"06/12/19_13","21.9647962962963"
"06/12/19_14","21.176685185185185"
"06/12/19_15","21.004185185185182"
"06/12/19_16","20.88224074074074"
"06/12/19_17","17.695962962962962"
"06/12/19_18","24.78988888888889"
"06/12/19_19","27.650166666666667"
"06/12/19_20","28.455185185185186"
"06/12/19_21","28.30103703703704"
"06/12/19_22","27.98612962962963"
"06/12/19_23","27.743648148148147"
"06/13/19_00","27.65640740740741"
"06/13/19_01","27.318907407407405"
"06/13/19_02","28.888983050847457"
"06/13/19_03","28.11475925925926"
"06/13/19_04","26.73425925925926"
"06/13/19_05","27.09277777777778"
"06/13/19_06","28.889722222222222"
"06/13/19_07","31.291962962962963"
"06/13/19_08","32.28151851851852"
"06/13/19_09","31.14425925925926"
"06/13/19_10","28.213570127504553"
"06/13/19_11","33.809333333333335"
"06/13/19_12","33.74733333333334"
"06/13/19_13","32.69075925925926"
"06/13/19_14","31.898079096045194"
"06/13/19_15","34.20309259259259"
"06/13/19_16","33.60307407407407"
"06/13/19_17","31.2085"
"06/13/19_18","28.68261111111111"
"06/13/19_19","28.07437037037037"
"06/13/19_20","27.72664814814815"
"06/13/19_21","28.694148148148148"
"06/13/19_22","27.895222222222223"
"06/13/19_23","26.88277777777778"
"06/14/19_00","27.340962962962966"
"06/14/19_01","27.533981481481483"
"06/14/19_02","28.33905555555556"
"06/14/19_03","28.18327777777778"
"06/14/19_04","27.16538888888889"
"06/14/19_05","29.580833333333334"
"06/14/19_06","28.252222222222223"
"06/14/19_07","30.101444444444446"
"06/14/19_08","32.45977777777778"
"06/14/19_09","33.855388888888896"
"06/14/19_10","35.86587037037037"
"06/14/19_11","33.044333333333334"
"06/14/19_12","33.661574074074075"
"06/14/19_13","32.34792592592593"
"06/14/19_14","34.04700564971752"
"06/14/19_15","34.441185185185184"
"06/14/19_16","34.41946296296296"
"06/14/19_17","29.919037037037043"
"06/14/19_18","27.408092592592592"
"06/14/19_19","27.092148148148144"
"06/14/19_20","26.318277777777777"
"06/14/19_21","27.179648148148154"
"06/14/19_22","26.424703703703702"
"06/14/19_23","26.381425925925925"
"06/15/19_00","7.092851851851851"
"06/15/19_01","0.04535185185185185"
"06/15/19_02","0.02957407407407408"
"06/15/19_03","2.8281481481481476"
"06/15/19_04","3.363814814814815"
"06/15/19_05","1.5674074074074074"
"06/15/19_06","1.8215925925925927"
"06/15/19_07","1.6832222222222224"
"06/15/19_08","1.9226296296296297"
"06/15/19_09","1.680759259259259"
"06/15/19_10","1.7165925925925927"
"06/15/19_11","3.1960740740740743"
"06/15/19_12","1.9281296296296297"
"06/15/19_13","1.7553518518518516"
"06/15/19_14","1.6081666666666667"
"06/15/19_15","1.7296610169491529"
"06/15/19_16","2.287648148148148"
"06/15/19_17","1.2280370370370368"
"06/15/19_18","1.085611111111111"
"06/15/19_19","0.6508148148148148"
"06/15/19_20","1.3463703703703702"
"06/15/19_21","0.6291111111111111"
"06/15/19_22","0.9156666666666667"
"06/15/19_23","1.4265185185185183"
"06/16/19_00","2.249222222222222"
"06/16/19_01","3.674277777777778"
"06/16/19_02","1.0650185185185186"
"06/16/19_03","1.7341296296296298"
"06/16/19_04","1.743851851851852"
"06/16/19_05","0.9933703703703705"
"06/16/19_06","0.8222777777777778"
"06/16/19_07","1.662462962962963"
"06/16/19_08","1.8775555555555559"
"06/16/19_09","1.4279444444444445"
"06/16/19_10","1.676388888888889"
"06/16/19_11","2.140648148148148"
"06/16/19_12","1.8645925925925924"
"06/16/19_13","1.705148148148148"
"06/16/19_14","1.460851851851852"
"06/16/19_15","2.428111111111111"
"06/16/19_16","1.607240740740741"
"06/16/19_17","2.074018518518518"
"06/16/19_18","2.063973634651601"
"06/16/19_19","2.2129259259259255"
"06/16/19_20","2.2497222222222226"
"06/16/19_21","2.129888888888889"
"06/16/19_22","2.056574074074074"
"06/16/19_23","1.6738148148148146"
"06/17/19_00","2.3818333333333332"
"06/17/19_01","1.7060185185185186"
"06/17/19_02","2.736537037037037"
"06/17/19_03","3.9765555555555556"
"06/17/19_04","3.7248888888888887"
"06/17/19_05","2.903055555555556"
"06/17/19_06","4.136092592592593"
"06/17/19_07","6.269370370370369"
"06/17/19_08","12.877814814814815"
"06/17/19_09","15.116000000000001"
"06/17/19_10","14.074388888888887"
"06/17/19_11","17.280074074074072"
"06/17/19_12","24.289574074074075"
"06/17/19_13","28.231814814814815"
"06/17/19_14","24.457574074074074"
"06/17/19_15","22.808944444444446"
"06/17/19_16","22.22875925925926"
"06/17/19_17","20.00722222222222"
"06/17/19_18","20.232037037037035"
"06/17/19_19","16.18514814814815"
"06/17/19_20","16.958666666666666"
"06/17/19_21","15.355055555555555"
"06/17/19_22","14.805296296296298"
"06/17/19_23","15.040999999999999"
"06/18/19_00","15.037185185185185"
"06/18/19_01","14.621981481481482"
"06/18/19_02","15.006055555555557"
"06/18/19_03","15.385981481481478"
"06/18/19_04","15.492907407407408"
"06/18/19_05","16.82035185185185"
"06/18/19_06","16.62538888888889"
"06/18/19_07","17.101499999999998"
"06/18/19_08","18.09385185185185"
"06/18/19_09","21.769240740740738"
"06/18/19_10","25.1765"
"06/18/19_11","21.108296296296295"
"06/18/19_12","21.750814814814817"
"06/18/19_13","21.415499999999998"
"06/18/19_14","21.677629629629628"
"06/18/19_15","19.88114814814815"
"06/18/19_16","27.57148148148148"
"06/18/19_17","26.892500000000002"
"06/18/19_18","30.376944444444444"
"06/18/19_19","27.801314814814816"
"06/18/19_20","27.694296296296294"
"06/18/19_21","27.171722222222222"
"06/18/19_22","27.182037037037038"
"06/18/19_23","28.513148148148144"
"06/19/19_00","27.42774074074074"
"06/19/19_01","27.224870370370372"
"06/19/19_02","27.518759259259262"
"06/19/19_03","27.42972222222222"
"06/19/19_04","27.08698148148148"
"06/19/19_05","30.643018518518517"
"06/19/19_06","28.902987249544626"
"06/19/19_07","25.442777777777774"
"06/19/19_08","34.20355555555556"
"06/19/19_09","36.295944444444444"
"06/19/19_10","35.50716666666666"
"06/19/19_11","36.27762962962964"
"06/19/19_12","34.63148148148148"
"06/19/19_13","35.38974074074074"
"06/19/19_14","36.45024074074074"
"06/19/19_15","31.303129629629627"
"06/19/19_16","31.35862962962963"
"06/19/19_17","21.54511111111111"
"06/19/19_18","31.440444444444445"
"06/19/19_19","28.952111111111112"
"06/19/19_20","28.43512962962963"
"06/19/19_21","28.32201851851852"
"06/19/19_22","26.864222222222224"
"06/19/19_23","28.063314814814813"
"06/20/19_00","29.483203703703705"
"06/20/19_01","27.19240740740741"
"06/20/19_02","29.155425925925925"
"06/20/19_03","29.838166666666666"
"06/20/19_04","40.69851851851851"
"06/20/19_05","36.018092592592595"
"06/20/19_06","39.23532956685499"
"06/20/19_07","42.67853703703704"
"06/20/19_08","43.41283333333333"
"06/20/19_09","47.2775925925926"
"06/20/19_10","49.347055555555556"
"06/20/19_11","47.09283333333334"
"06/20/19_12","48.3377962962963"
"06/20/19_13","49.6742962962963"
"06/20/19_14","48.76651851851852"
"06/20/19_15","46.88564814814815"
"06/20/19_16","46.778666666666666"
"06/20/19_17","44.58953703703704"
"06/20/19_18","43.905351851851854"
"06/20/19_19","40.686277777777775"
"06/20/19_20","40.18729629629629"
"06/20/19_21","39.37670370370371"
"06/20/19_22","39.469500000000004"
"06/20/19_23","39.86622222222222"
"06/21/19_00","39.573981481481475"
"06/21/19_01","39.83633333333333"
"06/21/19_02","40.562555555555555"
"06/21/19_03","40.2192962962963"
"06/21/19_04","39.48022222222222"
"06/21/19_05","40.24704331450094"
"06/21/19_06","44.13494444444444"
"06/21/19_07","43.33488888888889"
"06/21/19_08","48.27512962962963"
"06/21/19_09","53.24020370370369"
"06/21/19_10","47.766111111111115"
"06/21/19_11","47.85316666666667"
"06/21/19_12","47.353203703703706"
"06/21/19_13","45.97305555555555"
"06/21/19_14","44.549259259259266"
"06/21/19_15","50.674314814814814"
"06/21/19_16","46.76940740740741"
"06/21/19_17","43.513259259259264"
"06/21/19_18","41.37118518518518"
"06/21/19_19","41.761351851851856"
"06/21/19_20","41.40372222222222"
"06/21/19_21","38.667648148148146"
"06/21/19_22","39.15864814814815"
"06/21/19_23","39.16979629629629"
"06/22/19_00","38.50264814814815"
"06/22/19_01","30.89703703703704"
"06/22/19_02","1.3632777777777778"
"06/22/19_03","0.7989074074074074"
"06/22/19_04","1.0011666666666668"
"06/22/19_05","2.443032015065913"
"06/22/19_06","0.9099814814814815"
"06/22/19_07","1.2405555555555554"
"06/22/19_08","1.491111111111111"
"06/22/19_09","1.7712037037037038"
"06/22/19_10","2.2815185185185185"
"06/22/19_11","2.9102592592592598"
"06/22/19_12","2.3064074074074075"
"06/22/19_13","2.0440185185185187"
"06/22/19_14","2.3335185185185185"
"06/22/19_15","1.8609074074074077"
"06/22/19_16","0.9630740740740742"
"06/22/19_17","2.5188333333333333"
"06/22/19_18","1.6660000000000001"
"06/22/19_19","0.9146481481481483"
"06/22/19_20","0.8354259259259259"
"06/22/19_21","1.1422037037037036"
"06/22/19_22","1.2512407407407407"
"06/22/19_23","0.7185925925925927"
"06/23/19_00","0.8979629629629631"
"06/23/19_01","1.1353333333333333"
"06/23/19_02","1.0704814814814814"
"06/23/19_03","1.052111111111111"
"06/23/19_04","0.6947777777777778"
"06/23/19_05","0.9192592592592592"
"06/23/19_06","0.7774387947269302"
"06/23/19_07","1.8737962962962964"
"06/23/19_08","1.7409444444444442"
"06/23/19_09","2.1694999999999998"
"06/23/19_10","1.1229444444444443"
"06/23/19_11","1.319425925925926"
"06/23/19_12","0.8399444444444444"
"06/23/19_13","1.4903703703703703"
"06/23/19_14","1.7459444444444443"
"06/23/19_15","1.448574074074074"
"06/23/19_16","1.843203703703704"
"06/23/19_17","2.0716666666666668"
"06/23/19_18","2.903296296296296"
"06/23/19_19","2.4702777777777785"
"06/23/19_20","2.9123148148148146"
"06/23/19_21","3.1705925925925924"
"06/23/19_22","3.440907407407407"
"06/23/19_23","1.6196851851851854"
"06/24/19_00","2.413259259259259"
"06/24/19_01","4.488685185185185"
"06/24/19_02","4.758055555555555"
"06/24/19_03","2.791296296296297"
"06/24/19_04","3.472722222222222"
"06/24/19_05","3.7475"
"06/24/19_06","4.313592592592592"
"06/24/19_07","6.477518518518518"
"06/24/19_08","10.915481481481478"
"06/24/19_09","14.926892655367233"
"06/24/19_10","17.23948148148148"
"06/24/19_11","16.285537037037034"
"06/24/19_12","15.794444444444444"
"06/24/19_13","14.592833333333331"
"06/24/19_14","14.251296296296296"
"06/24/19_15","12.788611111111111"
"06/24/19_16","10.561222222222224"
"06/24/19_17","8.730703703703703"
"06/24/19_18","5.168666666666666"
"06/24/19_19","3.078962962962963"
"06/24/19_20","2.173277777777778"
"06/24/19_21","2.353037037037037"
"06/24/19_22","2.6296666666666666"
"06/24/19_23","2.285092592592593"
"06/25/19_00","2.2697037037037036"
"06/25/19_01","2.7104629629629633"
"06/25/19_02","3.817851851851852"
"06/25/19_03","4.810925925925926"
"06/25/19_04","2.2586481481481484"
"06/25/19_05","3.5344444444444445"
"06/25/19_06","3.987944444444445"
"06/25/19_07","5.0002962962962965"
"06/25/19_08","10.70638418079096"
"06/25/19_09","14.115981481481482"
"06/25/19_10","10.735154826958105"
"06/25/19_11","14.291500000000001"
"06/25/19_12","10.609907407407409"
"06/25/19_13","13.575685185185186"
"06/25/19_14","9.991666666666667"
"06/25/19_15","16.113592592592592"
"06/25/19_16","24.500259259259263"
"06/25/19_17","20.297759259259262"
"06/25/19_18","18.247851851851852"
"06/25/19_19","16.821055555555557"
"06/25/19_20","16.157074074074075"
"06/25/19_21","15.322462962962964"
"06/25/19_22","15.819"
"06/25/19_23","15.985870370370371"
"06/26/19_00","16.02648148148148"
"06/26/19_01","15.262666666666666"
"06/26/19_02","16.84755555555555"
"06/26/19_03","16.910722222222223"
"06/26/19_04","16.941037037037038"
"06/26/19_05","16.18622222222222"
"06/26/19_06","16.805685185185183"
"06/26/19_07","17.329555555555554"
"06/26/19_08","21.008555555555557"
"06/26/19_09","24.07883333333333"
"06/26/19_10","28.244944444444446"
"06/26/19_11","28.589555555555553"
"06/26/19_12","27.858444444444448"
"06/26/19_13","24.617074074074075"
"06/26/19_14","29.540444444444443"
"06/26/19_15","22.327592592592595"
"06/26/19_16","19.83362962962963"
"06/26/19_17","20.27183333333333"
"06/26/19_18","17.603444444444445"
"06/26/19_19","16.466185185185186"
"06/26/19_20","15.23276836158192"
"06/26/19_21","17.16761111111111"
"06/26/19_22","16.67238888888889"
"06/26/19_23","14.855444444444444"
"06/27/19_00","15.213166666666668"
"06/27/19_01","15.499740740740743"
"06/27/19_02","14.923092592592592"
"06/27/19_03","16.964851851851854"
"06/27/19_04","17.12651851851852"
"06/27/19_05","16.362018518518514"
"06/27/19_06","27.37261111111111"
"06/27/19_07","30.654426229508193"
"06/27/19_08","34.90901851851852"
"06/27/19_09","42.39444444444445"
"06/27/19_10","40.59946296296296"
"06/27/19_11","36.2112962962963"
"06/27/19_12","37.38270370370371"
"06/27/19_13","40.759962962962966"
"06/27/19_14","41.62151851851852"
"06/27/19_15","39.88011111111111"
"06/27/19_16","38.47735185185185"
"06/27/19_17","33.90161111111111"
"06/27/19_18","31.225018518518514"
"06/27/19_19","29.246166666666664"
"06/27/19_20","29.091796296296295"
"06/27/19_21","21.81372222222222"
"06/27/19_22","28.188074074074073"
"06/27/19_23","29.92357407407407"
"06/28/19_00","28.122925925925927"
"06/28/19_01","28.27438888888889"
"06/28/19_02","29.27887037037037"
"06/28/19_03","29.806026365348398"
"06/28/19_04","29.378907407407407"
"06/28/19_05","29.627518518518517"
"06/28/19_06","30.166555555555558"
"06/28/19_07","34.72109259259259"
"06/28/19_08","38.038833333333336"
"06/28/19_09","41.221888888888884"
"06/28/19_10","41.9807962962963"
"06/28/19_11","39.43420370370371"
"06/28/19_12","43.08164814814815"
"06/28/19_13","41.80490740740741"
"06/28/19_14","40.111870370370376"
"06/28/19_15","41.10701851851852"
"06/28/19_16","38.08781481481481"
"06/28/19_17","32.732759259259254"
"06/28/19_18","29.57153703703704"
"06/28/19_19","28.388777777777776"
"06/28/19_20","28.253203703703704"
"06/28/19_21","27.378666666666668"
"06/28/19_22","26.89838888888889"
"06/28/19_23","26.788722222222223"
"06/29/19_00","26.427500000000002"
"06/29/19_01","26.616870370370368"
"06/29/19_02","26.648296296296298"
"06/29/19_03","18.086421845574385"
"06/29/19_04","2.249380692167578"
"06/29/19_05","1.7215740740740741"
"06/29/19_06","1.0010740740740742"
"06/29/19_07","1.7211851851851854"
"06/29/19_08","1.9705185185185183"
"06/29/19_09","1.7304629629629629"
"06/29/19_10","2.4688148148148144"
"06/29/19_11","2.1340000000000003"
"06/29/19_12","3.565907407407407"
"06/29/19_13","3.580962962962963"
"06/29/19_14","3.382722222222222"
"06/29/19_15","2.0903888888888886"
"06/29/19_16","3.798537037037037"
"06/29/19_17","1.6724444444444442"
"06/29/19_18","1.5221851851851853"
"06/29/19_19","1.8870370370370373"
"06/29/19_20","0.9567407407407407"
"06/29/19_21","1.0825925925925923"
"06/29/19_22","1.4251296296296296"
"06/29/19_23","0.9595555555555555"
"06/30/19_00","0.7699444444444443"
"06/30/19_01","1.036195856873823"
"06/30/19_02","1.3204074074074075"
"06/30/19_03","1.2631111111111113"
"06/30/19_04","1.0065185185185186"
"06/30/19_05","0.5504444444444445"
"06/30/19_06","1.530462962962963"
"06/30/19_07","1.2458333333333333"
"06/30/19_08","1.2500925925925925"
"06/30/19_09","2.330574074074074"
"06/30/19_10","2.84212962962963"
"06/30/19_11","1.9661481481481482"
"06/30/19_12","4.005944444444444"
"06/30/19_13","3.6273148148148153"
"06/30/19_14","1.8398703703703703"
"06/30/19_15","2.3952037037037033"
"06/30/19_16","2.4378518518518515"
"06/30/19_17","1.7319444444444445"
"06/30/19_18","1.1040925925925924"
"06/30/19_19","2.0385"
"06/30/19_20","2.0328333333333335"
"06/30/19_21","1.2332592592592593"
"06/30/19_22","3.740111111111111"
"06/30/19_23","3.946833333333333"
"07/01/19_00","2.6122222222222224"
"07/01/19_01","3.2889259259259265"
"07/01/19_02","2.9984259259259263"
"07/01/19_03","3.9494726930320154"
"07/01/19_04","3.8559814814814817"
"07/01/19_05","13.908814814814816"
"07/01/19_06","17.220555555555556"
"07/01/19_07","18.801055555555553"
"07/01/19_08","23.14911111111111"
"07/01/19_09","25.80887037037037"
"07/01/19_10","31.032907407407407"
"07/01/19_11","26.549129629629633"
"07/01/19_12","24.657166666666665"
"07/01/19_13","23.236796296296298"
"07/01/19_14","17.095722222222225"
"07/01/19_15","25.691703703703705"
"07/01/19_16","24.995796296296295"
"07/01/19_17","19.212092592592594"
"07/01/19_18","17.838296296296296"
"07/01/19_19","17.153388888888887"
"07/01/19_20","16.16514814814815"
"07/01/19_21","15.38551851851852"
"07/01/19_22","17.34581481481482"
"07/01/19_23","16.682796296296296"
"07/02/19_00","15.09051851851852"
"07/02/19_01","14.646166666666666"
"07/02/19_02","14.68625925925926"
"07/02/19_03","15.378425925925926"
"07/02/19_04","14.415481481481478"
"07/02/19_05","15.411999999999999"
"07/02/19_06","14.674962962962962"
"07/02/19_07","16.801638418079097"
"07/02/19_08","22.833777777777772"
"07/02/19_09","24.321092592592592"
"07/02/19_10","24.213703703703704"
"07/02/19_11","22.502574074074076"
"07/02/19_12","23.136296296296297"
"07/02/19_13","24.25285185185185"
"07/02/19_14","22.940925925925928"
"07/02/19_15","22.97446296296296"
"07/02/19_16","21.33548148148148"
"07/02/19_17","19.272129629629628"
"07/02/19_18","17.563666666666666"
"07/02/19_19","16.993555555555552"
"07/02/19_20","16.957666666666665"
"07/02/19_21","15.291462962962965"
"07/02/19_22","15.402129629629629"
"07/02/19_23","15.610685185185186"
"07/03/19_00","8.705537037037036"
"07/03/19_01","16.105611111111113"
"07/03/19_02","16.56275925925926"
"07/03/19_03","14.755611111111111"
"07/03/19_04","15.249185185185183"
"07/03/19_05","16.858981481481482"
"07/03/19_06","16.86442592592593"
"07/03/19_07","18.067325800376647"
"07/03/19_08","21.738703703703703"
"07/03/19_09","14.00238888888889"
"07/03/19_10","24.246444444444442"
"07/03/19_11","24.45124074074074"
"07/03/19_12","22.903777777777776"
"07/03/19_13","23.19974074074074"
"07/03/19_14","21.98375925925926"
"07/03/19_15","23.409833333333335"
"07/03/19_16","31.27044444444444"
"07/03/19_17","30.501925925925928"
"07/03/19_18","29.02651851851852"
"07/03/19_19","28.799703703703702"
"07/03/19_20","27.26538888888889"
"07/03/19_21","27.161407407407406"
"07/03/19_22","26.53264814814815"
"07/03/19_23","26.91801851851852"
"07/04/19_00","26.806648148148145"
"07/04/19_01","27.540944444444445"
"07/04/19_02","28.213462962962964"
"07/04/19_03","28.31216666666667"
"07/04/19_04","27.665481481481482"
"07/04/19_05","27.150925925925925"
"07/04/19_06","27.35981481481481"
"07/04/19_07","28.63039548022599"
"07/04/19_08","30.56875925925926"
"07/04/19_09","28.890407407407405"
"07/04/19_10","30.22996296296296"
"07/04/19_11","30.449333333333332"
"07/04/19_12","29.206444444444443"
"07/04/19_13","28.198888888888888"
"07/04/19_14","27.54433333333333"
"07/04/19_15","28.4845"
"07/04/19_16","29.06851851851852"
"07/04/19_17","27.09433333333333"
"07/04/19_18","27.177407407407404"
"07/04/19_19","26.83703703703704"
"07/04/19_20","26.75340740740741"
"07/04/19_21","26.691592592592595"
"07/04/19_22","26.852555555555554"
"07/04/19_23","27.332870370370372"
"07/05/19_00","27.49374074074074"
"07/05/19_01","27.66955555555555"
"07/05/19_02","27.89451851851852"
"07/05/19_03","26.596685185185184"
"07/05/19_04","26.87188888888889"
"07/05/19_05","27.941648148148147"
"07/05/19_06","29.087944444444442"
"07/05/19_07","30.009333333333334"
"07/05/19_08","31.848644067796613"
"07/05/19_09","33.68285185185185"
"07/05/19_10","34.713388888888886"
"07/05/19_11","34.380685185185186"
"07/05/19_12","32.68038888888889"
"07/05/19_13","33.390277777777776"
"07/05/19_14","32.7315925925926"
"07/05/19_15","31.238259259259266"
"07/05/19_16","33.217222222222226"
"07/05/19_17","29.955740740740744"
"07/05/19_18","27.995055555555556"
"07/05/19_19","27.780796296296295"
"07/05/19_20","27.98012962962963"
"07/05/19_21","28.26831481481481"
"07/05/19_22","26.95922222222222"
"07/05/19_23","26.45514814814815"
"07/06/19_00","26.204555555555554"
"07/06/19_01","26.760925925925925"
"07/06/19_02","26.33205555555556"
"07/06/19_03","26.255351851851856"
"07/06/19_04","26.372444444444447"
"07/06/19_05","26.546"
"07/06/19_06","26.092685185185182"
"07/06/19_07","26.321555555555555"
"07/06/19_08","27.772351851851855"
"07/06/19_09","26.963013182674196"
"07/06/19_10","28.192555555555554"
"07/06/19_11","26.895333333333333"
"07/06/19_12","26.740574074074075"
"07/06/19_13","27.10033333333333"
"07/06/19_14","26.53674074074074"
"07/06/19_15","27.192777777777778"
"07/06/19_16","26.075222222222223"
"07/06/19_17","26.5755"
"07/06/19_18","26.598074074074074"
"07/06/19_19","26.43546296296296"
"07/06/19_20","26.089240740740742"
"07/06/19_21","26.148351851851853"
"07/06/19_22","25.82194444444444"
"07/06/19_23","26.005907407407406"
"07/07/19_00","26.3592962962963"
"07/07/19_01","25.833925925925925"
"07/07/19_02","26.137203703703705"
"07/07/19_03","26.112999999999996"
"07/07/19_04","25.93360655737705"
"07/07/19_05","26.135703703703705"
"07/07/19_06","26.536499999999997"
"07/07/19_07","26.061777777777777"
"07/07/19_08","26.258944444444445"
"07/07/19_09","26.758116760828624"
"07/07/19_10","27.260111111111108"
"07/07/19_11","27.296537037037037"
"07/07/19_12","26.11390740740741"
"07/07/19_13","26.549759259259258"
"07/07/19_14","26.421277777777778"
"07/07/19_15","27.077092592592596"
"07/07/19_16","26.393111111111107"
"07/07/19_17","26.944907407407403"
"07/07/19_18","26.54303703703704"
"07/07/19_19","27.000333333333334"
"07/07/19_20","26.836296296296293"
"07/07/19_21","27.14372222222222"
"07/07/19_22","28.714555555555556"
"07/07/19_23","27.891351851851848"
"07/08/19_00","27.366722222222222"
"07/08/19_01","28.589166666666667"
"07/08/19_02","28.165592592592592"
"07/08/19_03","29.34703703703704"
"07/08/19_04","27.729574074074076"
"07/08/19_05","29.338574074074074"
"07/08/19_06","28.039703703703704"
"07/08/19_07","31.023999999999997"
"07/08/19_08","30.964296296296297"
"07/08/19_09","35.241314814814814"
"07/08/19_10","36.11303201506591"
"07/08/19_11","38.97937037037037"
"07/08/19_12","38.617333333333335"
"07/08/19_13","38.73612962962962"
"07/08/19_14","35.86066666666667"
"07/08/19_15","36.63805555555555"
"07/08/19_16","37.22257407407408"
"07/08/19_17","35.59503703703704"
"07/08/19_18","32.36851851851852"
"07/08/19_19","31.97827777777778"
"07/08/19_20","29.317370370370373"
"07/08/19_21","30.075703703703706"
"07/08/19_22","26.92338888888889"
"07/08/19_23","28.077314814814816"
"07/09/19_00","27.360574074074076"
"07/09/19_01","28.435592592592595"
"07/09/19_02","28.760333333333335"
"07/09/19_03","29.267907407407407"
"07/09/19_04","28.09909259259259"
"07/09/19_05","30.74312962962963"
"07/09/19_06","35.364185185185185"
"07/09/19_07","30.251592592592594"
"07/09/19_08","35.10198148148148"
"07/09/19_09","39.2987758945386"
"07/09/19_10","43.57644444444444"
"07/09/19_11","44.15405555555556"
"07/09/19_12","49.08844444444445"
"07/09/19_13","40.30077777777778"
"07/09/19_14","43.06812962962963"
"07/09/19_15","45.34531481481482"
"07/09/19_16","41.08031481481481"
"07/09/19_17","37.57785185185185"
"07/09/19_18","31.608944444444447"
"07/09/19_19","31.76385185185185"
"07/09/19_20","28.19183333333333"
"07/09/19_21","30.717037037037038"
"07/09/19_22","27.128555555555554"
"07/09/19_23","28.84325925925926"
"07/10/19_00","28.164203703703702"
"07/10/19_01","28.32424074074074"
"07/10/19_02","28.84235185185185"
"07/10/19_03","29.24787037037037"
"07/10/19_04","27.808870370370368"
"07/10/19_05","30.15698148148148"
"07/10/19_06","30.383055555555554"
"07/10/19_07","31.589351851851852"
"07/10/19_08","37.41927777777778"
"07/10/19_09","36.35425925925926"
"07/10/19_10","40.624611111111115"
"07/10/19_11","39.10901851851852"
"07/10/19_12","37.01203703703704"
"07/10/19_13","36.29051851851852"
"07/10/19_14","38.73422222222222"
"07/10/19_15","30.354148148148152"
"07/10/19_16","35.892711864406785"
"07/10/19_17","36.25433515482696"
"07/10/19_18","33.68107344632769"
"07/10/19_19","31.81555555555556"
"07/10/19_20","31.72603703703703"
"07/10/19_21","34.70707407407407"
"07/10/19_22","27.10811111111111"
"07/10/19_23","27.58224074074074"
"07/11/19_00","27.53246296296296"
"07/11/19_01","28.12903703703704"
"07/11/19_02","27.39146296296296"
"07/11/19_03","27.33712962962963"
"07/11/19_04","30.408388888888886"
"07/11/19_05","30.283055555555556"
"07/11/19_06","23.089666666666666"
"07/11/19_07","30.636"
"07/11/19_08","36.140425925925925"
"07/11/19_09","46.955888888888886"
"07/11/19_10","46.50751851851852"
"07/11/19_11","48.42111111111112"
"07/11/19_12","51.04916666666667"
"07/11/19_13","49.62931481481481"
"07/11/19_14","48.65448148148148"
"07/11/19_15","46.442"
"07/11/19_16","46.12053703703704"
"07/11/19_17","39.033500000000004"
