,0,1,2,3,4,5,6,7,8,9,10,11
0,5.686981481481482,16.837796610169494,13.921958568738226,18.46824858757062,2.1059444444444444,0.3699074074074074,2.5495,3.8067407407407416,3.924037037037036,3.7018832391713743,11.060296296296297,1.1570185185185184
1,5.138629629629628,16.398407407407408,9.804814814814812,17.487000000000002,1.3406026365348402,0.8433148148148147,5.3460740740740755,3.7537777777777777,3.4353888888888893,2.5036851851851853,4.032425925925927,2.841703703703704
2,7.176277777777778,17.079,15.169444444444444,16.048425925925926,1.5939629629629632,0.675685185185185,4.460203703703703,3.719351851851852,2.6095,6.611018518518518,2.839314814814815,1.4774444444444443
3,6.875814814814816,18.41735185185185,17.81851851851852,18.097814814814814,1.5798518518518516,1.027092592592593,5.910074074074073,5.50374074074074,2.537666666666667,4.149,4.2467962962962975,1.6532962962962965
4,12.154444444444444,18.434925925925924,18.260611111111114,17.23762962962963,0.7614814814814814,0.7756308851224104,3.546648148148148,7.037444444444443,4.978555555555556,5.042166666666667,14.862222222222226,1.123
5,15.110333333333333,19.356388888888887,18.735407407407404,18.676425925925926,1.5963333333333334,1.811277777777777,3.839888888888889,8.774185185185184,6.001351851851853,8.722388888888887,20.302703703703703,1.8576111111111107
6,13.085851851851851,25.424888888888887,24.43464814814815,22.908981481481486,1.3823333333333334,1.5908703703703704,5.247683615819208,10.598814814814817,10.270611111111108,12.251666666666665,18.71653703703704,2.0844814814814807
7,25.76294444444445,30.811481481481486,27.33916666666667,24.295314814814812,1.6659074074074074,1.5553888888888892,5.749314814814816,14.795222222222224,12.826666666666664,15.993796296296294,20.488314814814814,2.835555555555555
8,25.39837037037037,30.19211111111111,29.41685185185185,26.583203703703703,2.7163703703703708,1.386074074074074,7.498277777777778,14.305166666666667,21.69294444444445,23.140481481481487,23.250444444444447,2.2348888888888894
9,23.79177777777777,29.90124074074074,31.097518518518523,26.18031481481481,2.900148148148148,1.919333333333333,5.6539259259259245,10.702768361581922,20.662759259259253,24.24435185185185,20.565277777777773,2.941962962962964
10,26.865759259259264,28.89840740740741,29.25031481481481,24.39801851851852,3.097962962962963,1.8702407407407409,4.130833333333333,16.23574074074074,19.551506591337102,24.510944444444448,22.11435185185185,3.0223518518518517
11,28.25577777777778,28.207537037037035,34.050481481481484,25.491240740740746,1.945851851851852,1.3712407407407403,4.3203518518518536,18.468092592592594,16.306166666666666,26.616759259259254,20.922462962962967,2.171462962962963
12,28.43787037037037,29.49661111111111,30.450796296296296,22.429462962962962,1.7481111111111107,1.9017777777777776,5.041388888888889,14.515351851851852,18.992777777777775,26.31809259259259,22.354888888888887,1.6574629629629634
13,25.301981481481484,28.639518518518518,30.21009259259259,25.009944444444447,1.5016111111111112,1.9049074074074075,4.628481481481481,20.467055555555557,15.843740740740742,27.163981481481482,15.851277777777774,2.0570185185185186
14,25.948722222222226,29.05722222222223,29.04640740740741,20.922240740740737,2.209962962962963,2.641907407407408,3.795611111111112,19.433388888888885,9.914370370370367,16.785296296296302,22.86637037037037,1.6835555555555557
15,20.449166666666674,25.800666666666668,19.099666666666668,18.161851851851853,1.9928148148148144,1.9153888888888893,3.9213703703703695,9.061074074074073,8.219333333333335,11.133962962962963,19.818870370370373,3.3255925925925927
16,18.26711111111111,20.96451851851852,22.36974074074075,15.666425925925926,1.6882407407407407,1.877222222222222,2.5742592592592595,6.367277777777778,7.473,13.36325925925926,5.899148148148148,2.6327962962962963
17,17.03675925925926,19.462222222222227,19.258629629629628,16.772203703703706,0.7565000000000001,2.1255925925925925,3.548111111111111,3.8525,7.058740740740742,6.459629629629629,5.122259259259258,1.9568703703703705
18,17.146277777777776,14.829481481481483,17.07024074074074,15.844537037037034,1.4207407407407409,2.0621296296296294,3.806611111111112,3.736981481481481,7.5675,5.831314814814816,1.4687222222222225,2.4689814814814808
19,16.997777777777774,12.94798148148148,16.914074074074072,13.485537037037034,0.7380185185185185,2.3402407407407404,2.0001296296296296,4.69774074074074,3.0192222222222216,4.161092592592592,2.659703703703704,2.65887037037037
20,4.838425925925926,13.645722222222226,16.44237037037037,4.939314814814813,0.6722777777777778,2.3764259259259255,4.201666666666667,3.355481481481481,4.03512962962963,2.987363465160076,2.2373333333333334,2.3267037037037044
21,3.749666666666666,15.049333333333333,7.968000000000001,4.422407407407407,1.6746666666666663,1.5829259259259258,2.2285,2.542981481481481,2.4817037037037037,6.847759259259258,1.8381544256120528,1.1008148148148147
22,4.696148148148149,6.9232962962962965,11.798425925925924,5.978351851851853,2.4655740740740737,3.4855370370370373,2.8690925925925925,3.33762962962963,4.342814814814815,5.032222222222222,2.3214074074074067,1.3435555555555558
23,10.721462962962962,16.74864814814815,17.313703703703705,5.745296296296296,1.5063703703703704,4.047796296296297,2.4079814814814813,3.553851851851852,3.9906851851851854,4.0136111111111115,2.3476296296296297,1.5326111111111107
24,16.837796610169494,13.921958568738226,18.46824858757062,2.1059444444444444,0.3699074074074074,2.5495,3.8067407407407416,3.924037037037036,3.7018832391713743,11.060296296296297,1.1570185185185184,1.072090395480226
25,16.398407407407408,9.804814814814812,17.487000000000002,1.3406026365348402,0.8433148148148147,5.3460740740740755,3.7537777777777777,3.4353888888888893,2.5036851851851853,4.032425925925927,2.841703703703704,1.1929074074074075
26,17.079,15.169444444444444,16.048425925925926,1.5939629629629632,0.675685185185185,4.460203703703703,3.719351851851852,2.6095,6.611018518518518,2.839314814814815,1.4774444444444443,1.1092962962962962
