,hour_10_2019,hour_11_2019,hour_12_2019,hour_13_2019,hour_14_2019,hour_15_2019,hour_16_2019,hour_17_2019,hour_18_2019,hour_19_2019,hour_1_2019,hour_20_2019,hour_21_2019,hour_22_2019,hour_23_2019,hour_2_2019,hour_3_2019,hour_4_2019,hour_5_2019,hour_6_2019,hour_7_2019,hour_8_2019,hour_9_2019,median_2
0,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,24.15318518518519,24.49385185185185,13.933148148148147,9.96374074074074,4.230922787193975,10.45748148148148,15.98848148148148,17.602722222222226,15.271444444444445,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,5.302211393596988
0,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,24.15318518518519,24.49385185185185,13.933148148148147,5.686981481481482,9.96374074074074,10.45748148148148,15.98848148148148,17.602722222222226,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,4.9589521343377285
0,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,24.15318518518519,24.49385185185185,5.138629629629628,13.933148148148147,9.96374074074074,10.45748148148148,15.98848148148148,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,5.412805555555555
0,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,24.15318518518519,7.176277777777778,24.49385185185185,13.933148148148147,9.96374074074074,10.45748148148148,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,6.157453703703704
0,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,6.875814814814816,24.15318518518519,24.49385185185185,13.933148148148147,9.96374074074074,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.026046296296297
0,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,12.154444444444444,28.389148148148145,24.15318518518519,24.49385185185185,13.933148148148147,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,9.51512962962963
0,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,15.110333333333333,26.43042592592593,28.389148148148145,24.15318518518519,24.49385185185185,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,13.632388888888888
0,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,13.085851851851851,24.03651851851852,26.43042592592593,28.389148148148145,24.15318518518519,15.110333333333333,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,14.098092592592593
0,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,25.76294444444445,27.88744444444445,24.03651851851852,26.43042592592593,28.389148148148145,13.085851851851851,15.110333333333333,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,19.42439814814815
0,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,25.39837037037037,24.80812962962963,27.88744444444445,24.03651851851852,26.43042592592593,25.76294444444445,13.085851851851851,15.110333333333333,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,25.580657407407408
0,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,23.79177777777777,22.78424074074074,24.80812962962963,27.88744444444445,24.03651851851852,25.39837037037037,25.76294444444445,13.085851851851851,15.110333333333333,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,24.59507407407407
0,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,17.469240740740744,26.865759259259264,21.22546296296296,22.78424074074074,24.80812962962963,27.88744444444445,23.79177777777777,25.39837037037037,25.76294444444445,13.085851851851851,15.110333333333333,12.154444444444444,6.875814814814816,7.176277777777778,25.328768518518515
0,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,17.870055555555556,28.25577777777778,17.469240740740744,21.22546296296296,22.78424074074074,24.80812962962963,26.865759259259264,23.79177777777777,25.39837037037037,25.76294444444445,13.085851851851851,15.110333333333333,12.154444444444444,6.875814814814816,27.560768518518522
0,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,7.763703703703703,28.43787037037037,17.870055555555556,17.469240740740744,21.22546296296296,22.78424074074074,28.25577777777778,26.865759259259264,23.79177777777777,25.39837037037037,25.76294444444445,13.085851851851851,15.110333333333333,12.154444444444444,28.346824074074075
0,12.154444444444444,6.875814814814816,7.176277777777778,5.138629629629628,5.686981481481482,4.230922787193975,6.373500000000001,6.570222222222222,3.5000740740740732,4.004055555555556,25.301981481481484,7.763703703703703,17.870055555555556,17.469240740740744,21.22546296296296,28.43787037037037,28.25577777777778,26.865759259259264,23.79177777777777,25.39837037037037,25.76294444444445,13.085851851851851,15.110333333333333,26.869925925925926
