n_estimators,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
275,0.3737226,0.0013011548101590335,0.49808140000000006,0.007714132060057042
276,0.37320800000000004,0.0013230105063830658,0.4977998,0.0077215085676310795
277,0.37271940000000003,0.0012982096286809825,0.49756420000000007,0.007638222971346144
278,0.37219759999999996,0.0013002022304241844,0.4973638,0.00775384246422379
279,0.37173239999999996,0.0013157851800351015,0.49719940000000007,0.007810516413144516
280,0.37121780000000004,0.0012716195028388134,0.4970478,0.007770539631196778
281,0.3707718,0.001257313707870872,0.49692379999999997,0.007848119428245207
282,0.3703168,0.0012484611968339278,0.4967715999999999,0.007899102495853587
283,0.36982919999999997,0.0012141181820564174,0.4965798,0.007933744850951522
284,0.369343,0.0012572993279247532,0.49635179999999995,0.007925349163286128
285,0.3688936,0.0012707313799540875,0.49613959999999996,0.007910507558937028
286,0.3684006,0.0012518956186519713,0.495965,0.007912507112161094
287,0.3678826,0.0012375799933741684,0.495801,0.007911224911478632
288,0.3674088,0.0012603020907703088,0.495659,0.0079502870388433
289,0.366942,0.0012389429365390406,0.4954592,0.007957739513203478
290,0.36648519999999996,0.001310382753244254,0.4953666,0.007900755244911697
291,0.36601839999999997,0.0013032590839890533,0.4952178,0.007929319880040156
292,0.36558260000000004,0.0013196992990829348,0.495034,0.007909924702549326
293,0.3650874,0.0012668238393715137,0.4949078,0.007967042146242232
294,0.364641,0.0012950973708567208,0.49478740000000004,0.007963997955800845
295,0.3641766,0.0013051842168828088,0.494621,0.007996511564426073
296,0.36372760000000004,0.0012999116277655225,0.4944800000000001,0.007976250497570905
297,0.36326,0.0013383994919305717,0.4943276000000001,0.00790943706214293
298,0.36283879999999996,0.0012880617065963915,0.49417980000000006,0.007930354377958134
299,0.3623586,0.0012756581987350669,0.49402460000000004,0.007902958144897367
300,0.3619124,0.0013150070113881465,0.4939144,0.007875050694439995
301,0.36141,0.001316042856445045,0.4937225999999999,0.007843520551385064
302,0.36095659999999996,0.001315261890271288,0.4934944,0.007847021692336524
303,0.3604902,0.0013332923760376028,0.49335759999999995,0.007840469286975097
304,0.36008680000000004,0.0013441555564740332,0.49322959999999993,0.007833924753276605
305,0.359629,0.001316711661678448,0.4930516,0.007867750900988141
306,0.35922200000000004,0.001264846235714051,0.49288880000000007,0.007859812934160704
307,0.35879500000000003,0.0012586538841158732,0.4926562,0.00783130388632696
308,0.3583756,0.0012169497278030873,0.492542,0.007857160428551769
309,0.35795940000000004,0.0012185681105297299,0.4924478,0.007844778095013267
310,0.35747579999999995,0.0011865385623737713,0.49226479999999995,0.007817998270657251
311,0.357047,0.0011647576571973978,0.4921206000000001,0.007855336774448307
312,0.356618,0.0011513058672655077,0.49191440000000003,0.007841420804930716
313,0.35620280000000004,0.001122458979205932,0.49181939999999996,0.007876656082374053
314,0.3557746,0.0011328732674046106,0.49171700000000007,0.007867831442017534
315,0.35532480000000005,0.0011396294836480852,0.49156999999999995,0.007819707846204983
316,0.3548556,0.0011367876846623529,0.4914468,0.007837380235767565
317,0.3544434,0.001150187915081711,0.4913644,0.007879988898469338
318,0.35405099999999995,0.0011133454091161459,0.4912521999999999,0.00787392576546158
319,0.3536778,0.0011407333430736473,0.49116119999999996,0.007846005261277872
320,0.35325819999999997,0.0011194411820189606,0.49112779999999995,0.007849207129385756
321,0.35282959999999997,0.0011010630499657963,0.49102879999999993,0.007841547229979547
322,0.35237060000000003,0.0011056152314435552,0.49088840000000006,0.007811351422129212
323,0.351954,0.0011219557923554692,0.49077080000000006,0.007807125934683015
324,0.3515126,0.0010996254998862235,0.49063840000000003,0.007850225744524795
325,0.35104539999999995,0.0010837373482537201,0.490533,0.00791290002464331
326,0.3506544,0.0010896464747797794,0.49042900000000006,0.007902046722210666
327,0.3501716,0.0010691891507118943,0.4902922,0.007960737387955965
328,0.3497328,0.001065261920843887,0.49017520000000003,0.007916434005282927
329,0.349288,0.001053472163846774,0.4901994,0.00787862497140206
330,0.348773,0.001085311568168332,0.4900264,0.007820147967909556
331,0.3483342,0.001065208223775983,0.4898906,0.007803002950146829
332,0.34793060000000003,0.0010466876515943047,0.4897818,0.007818295476636844
333,0.3475058,0.0010046761468254458,0.4896508,0.0077334627535147514
334,0.34711380000000003,0.0009747055760587471,0.4895336,0.007724384599435743
335,0.34668140000000003,0.0009644946034063711,0.48943400000000004,0.007779687114531013
336,0.3462868,0.0009441291013415488,0.489346,0.007799532883448858
337,0.345904,0.0009471508855509814,0.48923300000000003,0.007854924595436942
338,0.3455298,0.0009451682178321459,0.4891306,0.007872121635239128
339,0.345095,0.0009156173873403653,0.4890212,0.00790605404484437
340,0.3446668,0.0009204743125150146,0.488877,0.007877256882951057
341,0.34425580000000006,0.0009096444140432093,0.48876020000000003,0.007851249362999493
342,0.3438568,0.0009234559870399859,0.488657,0.007855449446085173
343,0.3435024,0.0008755614427326092,0.48858300000000005,0.00788359052716464
344,0.3431014,0.0008705029810402683,0.4884818,0.007843285163756316
345,0.342727,0.0008589523851762615,0.48845099999999997,0.00788697708884717
346,0.342375,0.0008878254332919441,0.488333,0.007939791760493465
347,0.341975,0.0008839031621167482,0.4882272,0.007963294303239095
348,0.34158560000000004,0.0008920763644442195,0.488163,0.007983218072932759
349,0.34117440000000004,0.0009088369710789718,0.48812559999999994,0.007980174098351504
350,0.34081600000000006,0.0008982217988893304,0.4880728,0.007996439242562905
351,0.34038,0.0009478098965509951,0.4879366,0.00797175881722473
352,0.3399878,0.000954253299706116,0.4878266,0.007967027566162941
353,0.3395556,0.0009766351621767447,0.48765580000000003,0.007895020035440077
354,0.3391164,0.0009813241258626074,0.487561,0.007822951846969276
355,0.3387324,0.0009698807349359993,0.48744440000000006,0.007764874850247098
356,0.3382868,0.0009695453367429579,0.4873214,0.007679750740746732
357,0.3379016,0.0009691882376504596,0.4872032,0.007660806573723164
358,0.33752680000000007,0.0009626042592883274,0.4871738,0.007661001589870613
359,0.33717659999999994,0.0009559365250894113,0.487032,0.007648312310568919
360,0.3368104,0.0009356291145534187,0.48693580000000003,0.00764394168999214
361,0.3364094,0.0009420077706685976,0.4868068,0.00770088990701724
362,0.33602600000000005,0.0009416266776169887,0.486695,0.007713792945108129
363,0.3356282,0.0008993716473182827,0.48661659999999995,0.0077206969529959
364,0.3352506,0.0009261646937775225,0.48659800000000003,0.007713895850995154
365,0.3348882000000001,0.0009301680278315335,0.4865146,0.007746581506703453
366,0.33451060000000005,0.0009186944214481873,0.48644479999999996,0.007676846784976245
367,0.33413020000000004,0.0009042073655970662,0.4863188,0.007748854557933073
368,0.3337184,0.0009136239051163195,0.486219,0.0077429143608850545
369,0.33336099999999996,0.0009177727387540067,0.4861114000000001,0.0077365962179759586
370,0.3329828,0.0009059062644666964,0.4860668,0.007740655305592669
371,0.3326032,0.0009044015479862946,0.4859872,0.00776578767157588
372,0.3322462,0.0009317689413153937,0.48592500000000005,0.007794425546504362
373,0.331894,0.0009032541170678374,0.4858428,0.007804439541696761
374,0.3315138,0.0009061654153629967,0.4857602,0.007756550145522191
375,0.3311096,0.0009384051577010869,0.48563340000000005,0.0077441647864698706
376,0.3307694,0.0009468644253534985,0.4855682,0.007802247019929575
377,0.33040460000000005,0.0009715512544379759,0.4854896,0.0077615197635514735
378,0.3300404,0.0009600730388881861,0.48538880000000006,0.007657718365152905
379,0.3296528,0.0009491026077300485,0.4852652,0.007669401890630045
380,0.3292558,0.000928100727292018,0.4851344,0.007745867300696547
381,0.328864,0.0009234974824004711,0.4850582,0.007775706048970714
382,0.3284482,0.0009293717017426355,0.4849782,0.007822316674745406
383,0.3280684,0.0009486077376871891,0.48482519999999996,0.007775423394259638
384,0.3277488,0.0009231687603033497,0.4847294,0.007750560846803286
385,0.3273726,0.0009384806018240429,0.4847048,0.007817398528922515
386,0.327029,0.0009093041295408342,0.4846716000000001,0.007855130186063116
387,0.32668300000000006,0.0009020833664357325,0.48453940000000006,0.00788484933527585
388,0.3263394,0.0008956656965631652,0.48442179999999996,0.007887800565430134
389,0.3259694000000001,0.0009079371343876143,0.48430159999999994,0.007879095648613487
390,0.32565340000000004,0.0009254306240880554,0.4842018,0.00788718041888227
391,0.32528440000000003,0.0009099084789142386,0.48411360000000003,0.007898493137301576
392,0.3248942,0.0009099407453235585,0.48404379999999997,0.007863080755022157
393,0.3245474,0.0009003558407651918,0.4840008,0.007842715152292604
394,0.3242114,0.0008968452709358578,0.48392719999999995,0.007868537104189069
