n_estimators,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
395,0.3238754,0.0009105571041949912,0.48385419999999996,0.00794645222473526
396,0.323528,0.0009479989451470869,0.48378519999999997,0.007982026469512623
397,0.3231696,0.0009557482095196576,0.48372960000000004,0.007920667057767295
398,0.3228342,0.0009438782548612882,0.4835870000000001,0.008016757773564061
399,0.322491,0.0009875602260115545,0.4835172,0.007976617262975563
400,0.3221412,0.0009420121867576804,0.4834164,0.007923790749382523
401,0.3217812,0.0009884337914094095,0.48328879999999996,0.007876888964559549
402,0.3214446,0.0009843362433640222,0.4832282,0.007864180043717207
403,0.3211054,0.000998094704925319,0.48314979999999996,0.007866793054351938
404,0.320805,0.0010002527680541586,0.48307,0.007901032843875552
405,0.32044300000000003,0.0010347981445673357,0.4829924,0.007971580284987413
406,0.3201142,0.0010492277922357922,0.48291559999999994,0.00793103692085718
407,0.3197848,0.001085163840164248,0.4828348,0.007895037844114489
408,0.3194534,0.0010617744769959468,0.48283639999999994,0.007877282897040074
409,0.3191196,0.0010770579557293884,0.48275759999999995,0.00784815228190688
410,0.31876960000000004,0.0010825506177541983,0.4826728,0.00783480448766911
411,0.31840199999999996,0.0011293993093675803,0.4825806,0.007810357958506133
412,0.3180358,0.0011102058187561553,0.4824862,0.007842967101805286
413,0.31772639999999996,0.001136253246420003,0.4824522,0.007801888063795846
414,0.3173914,0.0011341429539524625,0.4823414,0.0077013099820744885
415,0.31706360000000006,0.0011721864356833366,0.48223179999999993,0.00770212968989747
416,0.3166852,0.0012134093126394006,0.4821378,0.007727464510432907
417,0.3163014,0.001188525405702362,0.4820886,0.007734246223129954
418,0.3159816,0.001180871305435115,0.4819682,0.007717541406432491
419,0.3156294,0.001164802060437742,0.48192599999999997,0.007729031452905341
420,0.315295,0.0011692243582820162,0.48179539999999993,0.007693061772792406
421,0.3148934,0.0011674364393833298,0.48172360000000003,0.007692737577741735
422,0.3145886,0.0012150079176696808,0.4816566,0.007702901494891386
423,0.3142524,0.0011740878331709267,0.4816044,0.007637371422158279
424,0.3139144,0.0012048147741457965,0.4815656,0.00766416013924552
425,0.3135772,0.0011975649293462104,0.4814412,0.007634574681015302
426,0.3132414,0.0011890664573521608,0.4812887999999999,0.007594283018165694
427,0.312915,0.0011832259293981051,0.4811629999999999,0.007677630441744383
428,0.3125888,0.0011825080803106569,0.4811008,0.0076543678876834905
429,0.31229060000000003,0.0012195016359152773,0.48108059999999997,0.007654325929825557
430,0.3119764,0.0012071415161446469,0.48100299999999996,0.0076862729589834405
431,0.311635,0.0011857640574751845,0.4809616,0.007716766955143842
432,0.3113214,0.001177179442565992,0.48089879999999996,0.007720804968395455
433,0.3109964,0.0011706067828267538,0.4808478,0.007743010690939294
434,0.3106972,0.0011468109521625596,0.48083539999999997,0.007739849368043289
435,0.3103554,0.001142700765730019,0.4807682,0.007677229067834305
436,0.3100124,0.0011270466893611767,0.48067000000000004,0.007667370474941205
437,0.3096794,0.0011452625201236694,0.48067080000000006,0.007713638295901615
438,0.309348,0.0011764633440953366,0.48060179999999997,0.007670574851991207
439,0.30902799999999997,0.0011863534043445793,0.48058560000000006,0.00774117072799717
440,0.3086894,0.001211090516848347,0.4805512,0.007735772137285328
441,0.30836119999999995,0.0012022980329352672,0.48046059999999996,0.00778716948833143
442,0.30804180000000003,0.0011942104337175979,0.480382,0.007801627343061192
443,0.30775199999999997,0.0011819717424710447,0.48028919999999997,0.007823654476010546
444,0.307416,0.001190843902449018,0.4802528,0.0077953853631491515
445,0.3070856,0.0011661678438372382,0.4801786,0.007895641040472908
446,0.3067382,0.0011848711997512694,0.48007540000000004,0.00786325313340477
447,0.30640959999999995,0.0011329218154841826,0.4799863999999999,0.007799716061498657
448,0.3060776,0.001092130138765514,0.47989420000000005,0.00781280224759336
449,0.3057744,0.0010797513787905038,0.4798272,0.007776674852403178
450,0.30546799999999996,0.0010916917147253608,0.4797534,0.007753102207503783
451,0.3051536,0.0011159708956778476,0.47968200000000005,0.007719155834675183
452,0.30482200000000004,0.0011174619456607855,0.47958300000000004,0.00775299438926664
453,0.30450479999999996,0.0011000922506771845,0.47955,0.007762060989196101
454,0.3041802,0.0011104131483371368,0.4794778,0.007724781353540047
455,0.30382539999999997,0.001078093613746039,0.47944719999999996,0.0077477401969864735
456,0.3034988,0.0010701381966830334,0.47937759999999996,0.007778864714082642
457,0.303177,0.0010677014564006119,0.479368,0.007751615160726189
458,0.30284199999999994,0.0010684248218756536,0.4793588,0.007738891920682189
459,0.3025458,0.0010546110941953765,0.4793566,0.007717250147559048
460,0.302234,0.0010444506690121735,0.4792886,0.007671841228805505
461,0.3019185999999999,0.001083910439104632,0.4792310000000001,0.007731693527294009
462,0.301616,0.0011027552765686469,0.4792024,0.007687756905625987
463,0.30128940000000004,0.0011274957383511535,0.4791206,0.0076551700595088
464,0.300968,0.001105153383019755,0.4790438,0.0076530106075975105
465,0.3006586,0.0010923568281472858,0.47903319999999994,0.0076626187795035185
466,0.3003502,0.0011142788519935205,0.47902819999999996,0.007668168266281069
467,0.3000594,0.0011135772267786331,0.4789936,0.007724417482244208
468,0.2997472,0.0011223568772899348,0.47893559999999996,0.007734336599864266
469,0.2994498,0.0011613306850333381,0.4789434,0.007716063208657642
470,0.299145,0.001150531181672199,0.478857,0.007742291159598682
471,0.29883,0.001152466398642498,0.47877100000000006,0.007709564864504361
472,0.2985254,0.0011622351913446831,0.4786936,0.007770834359320761
473,0.2982464,0.001181927848897737,0.47866660000000005,0.007745702746684762
474,0.2979304,0.0011668913574107963,0.47853080000000003,0.007714643514771102
475,0.29763599999999996,0.0011527849756134037,0.4784656,0.007677038507132813
476,0.29735100000000003,0.00114127174678075,0.4784638,0.007726891261044118
477,0.297025,0.0011350004405285556,0.4783642,0.007739265608570364
478,0.2967432,0.001122930701334682,0.4782706,0.007755038119828936
479,0.29645259999999996,0.0011137848266159936,0.47819459999999997,0.007776591402407616
480,0.29620060000000004,0.001095176077167514,0.4780886,0.007834958343220465
481,0.2959144,0.0010932854339100887,0.47802039999999996,0.007849420681808298
482,0.2956264,0.0011037254368727904,0.4779928,0.007852543317932094
483,0.29532600000000003,0.0010844670580520072,0.4779262000000001,0.007882532192132172
484,0.2950212,0.0010871002529665701,0.4778422000000001,0.007913024084381397
485,0.2947118,0.0010913233068160987,0.47777400000000003,0.007971292366987948
486,0.29444,0.0010827446605733097,0.4777424,0.007964858632769318
487,0.294134,0.0010622506295597043,0.4777398,0.007894321842945102
488,0.2938344,0.0010611061398371085,0.47766359999999997,0.007865073187199204
489,0.29350339999999997,0.0010841727906565372,0.4776338,0.007914693358557868
490,0.2932494,0.0010850000184331923,0.477592,0.007909248561020186
491,0.29294460000000005,0.0010469228433843596,0.47749559999999996,0.007925930774363368
492,0.2926276,0.001081163188422547,0.4774032,0.007849946455868348
493,0.2923438,0.001060755278091995,0.4773536,0.007864677503877695
494,0.2920186,0.00106153372061372,0.4773172,0.007878935522010563
495,0.29169999999999996,0.0010378874698154911,0.47727959999999997,0.007929264949539763
496,0.2914236,0.0010286769366521205,0.4772622,0.007994543449128285
497,0.29112740000000004,0.0010280522554812009,0.4772444,0.008006597994154572
498,0.2908242,0.0010226605301858589,0.4772038,0.008022603776829567
499,0.2905384,0.0010403435201893753,0.4772074,0.00807326651610116
500,0.29023279999999996,0.0010786709229417516,0.4771628,0.008042612222406343
501,0.289919,0.0010749740461983204,0.47714920000000005,0.008084333798155556
502,0.28965579999999996,0.0010945743282207948,0.4770821999999999,0.008069432183245608
503,0.28937460000000004,0.0010872829622504026,0.4770078,0.008017273511612293
504,0.2890912,0.001081779164155051,0.4769852,0.007950579988906463
505,0.2888044,0.001067926327046964,0.47692680000000004,0.00797424389895368
506,0.28852819999999996,0.001063753806103655,0.47684619999999994,0.007918160579326485
507,0.28824379999999994,0.001069341554415612,0.4767926,0.00790928741670196
508,0.2879714,0.001110358968982558,0.47672620000000004,0.007937879197871435
509,0.28768279999999996,0.0010994692173953743,0.4767072,0.007912643083066481
510,0.2874228,0.0010955059835528168,0.47664,0.00793835300298493
511,0.28715379999999996,0.0010829589835261487,0.47658959999999995,0.007946183325345564
512,0.28687640000000003,0.001072016156594665,0.4765352,0.007934901370527552
513,0.2866006,0.0010722581032568533,0.4765104,0.007936658808339946
514,0.286336,0.0010775494420211056,0.4765124,0.007895349811123008
515,0.28603480000000003,0.001105698403724996,0.476468,0.00791245966814365
516,0.28573360000000003,0.001140915527109699,0.47649359999999996,0.007853727665255508
517,0.28546079999999996,0.0011338945982762231,0.4764144,0.0077590057507389435
518,0.28521,0.0011395927342695684,0.476358,0.0077779512983818504
519,0.2849466,0.0011689201170310927,0.4763392000000001,0.007780029907397532
520,0.2846498,0.0011763328440539294,0.47628079999999995,0.007779005679391176
521,0.2843732,0.0011890391751325786,0.4762318,0.007774507660295924
522,0.28409059999999997,0.0011952493631037801,0.47617659999999995,0.0078223335290692
523,0.28379960000000004,0.0011645068655873115,0.476119,0.00784733893749977
524,0.28350939999999997,0.0011911652446239258,0.4760924,0.00784036860357981
525,0.2832326,0.0011796415726821438,0.47608459999999997,0.007837367507014074
526,0.2829268,0.0011805777229814214,0.4760636,0.007869808195883815
527,0.2826692,0.0011792781520913555,0.4760302,0.007851875556833551
528,0.2823832,0.001194935044259734,0.4759824,0.007840740107923481
529,0.28210799999999997,0.0012071975811771582,0.47591979999999995,0.007837039093943567
530,0.2818162,0.00116271877941316,0.4759117999999999,0.007853730792432349
531,0.2815378,0.0011805209697417552,0.4758368,0.007842042958311323
532,0.2812302,0.0011653909901831224,0.4758261999999999,0.007842567472454409
533,0.2809482,0.0011757214636128634,0.47580619999999996,0.007812348619973386
534,0.2806778,0.0011920730514527972,0.47574559999999994,0.007774852348437247
535,0.2804088,0.0011843677469434719,0.47575959999999995,0.007797777160191219
536,0.280122,0.0011447839970928988,0.4757366,0.00780924458830686
537,0.27987280000000003,0.00114820040062701,0.4757078,0.007871751479816929
538,0.27960300000000005,0.001113048426619431,0.47565799999999997,0.00790172378661772
539,0.2793108,0.0011308537305947306,0.4755426,0.00790644794076329
540,0.2790536,0.0011062696958698587,0.4755648,0.007882615388308624
541,0.27877440000000003,0.0010913293911555726,0.47552120000000003,0.007893485273312422
542,0.2784866,0.00108822710864966,0.4754542,0.007881492990544366
543,0.27820199999999995,0.0010691703325476178,0.4754455999999999,0.007855938940699575
544,0.2779482,0.0010746938913011473,0.47536300000000004,0.007930212077870301
545,0.2776736,0.0010754393706760062,0.47534,0.007976667449505457
546,0.2774248,0.0010904265954203374,0.4753036,0.00794552655523848
547,0.277167,0.0010919415735285408,0.4753236,0.007952568078300238
548,0.2768752,0.0010869114775362344,0.47521260000000004,0.007941799911858768
549,0.2765878,0.0010839781178603267,0.47515799999999997,0.00802671818366634
550,0.2763292,0.0010759047169707982,0.4752384,0.007989054176809675
551,0.2760592,0.0011048075669545447,0.47518960000000005,0.007924603803345635
552,0.27581320000000004,0.0011056909875729302,0.4751812,0.007890507142129705
553,0.2755486,0.001113174487670295,0.4751266,0.007863975549300748
554,0.2753042,0.0011384423393391394,0.475089,0.007815030978825343
555,0.27503920000000004,0.0011453534650927666,0.4750754,0.007808632674162628
556,0.2747862,0.0011827389230087805,0.4750072,0.007783812726421414
557,0.27456139999999996,0.0011818576225586486,0.4750374,0.00780141129796399
558,0.2742939999999999,0.001177892355013814,0.4749948,0.007756553549096397
559,0.2740478,0.0011935887734056405,0.4750248,0.007724636131236217
560,0.2737762,0.0011720647422390816,0.47496360000000004,0.007671359165102367
561,0.2734916,0.0011706230136128328,0.47497619999999996,0.007656081070626142
562,0.27322,0.001155542816169085,0.47494119999999995,0.007681603176420921
563,0.272951,0.0011542329054398048,0.474833,0.007655850573254415
564,0.2727174,0.0011668106273084844,0.474829,0.0076892453725967095
565,0.2724216,0.0011837047942793852,0.4747356,0.00777340855995617
566,0.272161,0.0011695816346027248,0.4746682,0.007720000839378193
567,0.271917,0.0011475195858895036,0.4746282,0.007783631476373992
568,0.2716582,0.0011383284938891733,0.4746618000000001,0.0077708015390949205
569,0.2714042,0.0011293742338126978,0.4746149999999999,0.00775107713804991
570,0.2711756,0.0011400350170060458,0.4746246,0.00774921545964494
571,0.2709028,0.0011271472663321321,0.4745516,0.007709522854236823
572,0.2706252,0.0011449348278395552,0.4745064,0.007731090753574163
573,0.2703726000000001,0.001124016654680873,0.4744362000000001,0.007729520875190135
574,0.27012280000000005,0.0011145895029112758,0.47440879999999996,0.007771870184196342
575,0.26987039999999995,0.0011058623060761165,0.4743794,0.007832163854261475
576,0.2696116,0.0011250611716702352,0.4743473999999999,0.007839854784369417
577,0.26939060000000004,0.0011065198778151296,0.4743246,0.0078247124062166
578,0.26915700000000004,0.0011082947261446387,0.47434380000000004,0.007872889594043595
579,0.26890420000000004,0.0011078933883727224,0.474287,0.00786585011298842
580,0.2686564,0.0011087334395606515,0.47419859999999997,0.007881948759031615
581,0.268426,0.0010845096587859461,0.474167,0.007853429289170434
582,0.2681698,0.0010699825045298662,0.4741188,0.00785790499815313
583,0.2679438,0.0010997604102712523,0.47408799999999995,0.007811346926106919
584,0.26766480000000004,0.0011158823235449156,0.4740906,0.007858769944463306
585,0.2674184,0.0011077136091968943,0.47405159999999996,0.00790249825308427
586,0.2671648,0.0011140754732063788,0.47400000000000003,0.00787138399520695
587,0.2669122,0.0010984009104147655,0.47402,0.0078448285385979
588,0.26668159999999996,0.0011002542615232117,0.47399199999999997,0.00783634687848873
589,0.266434,0.001107853419907154,0.473982,0.00785887531393647
590,0.2662046,0.0011082982631042927,0.47398819999999997,0.007861314276887806
591,0.26594419999999996,0.0010995708981234374,0.473956,0.007880561731247343
592,0.2656838,0.0011070138933184312,0.4739756,0.007882098517526921
593,0.26542499999999997,0.0010925498615624051,0.4739508,0.007858437793862095
594,0.2651814,0.0011037049605759736,0.47393660000000004,0.007858163515733185
595,0.26494239999999997,0.001107509566550101,0.4739196,0.007872847022519856
596,0.2647196,0.001097155339958743,0.4739112,0.007827889713070824
597,0.26447000000000004,0.0010921230699880039,0.47383800000000004,0.007825024140537835
598,0.264196,0.0010946829678039275,0.4738138,0.007772101836697719
599,0.26394700000000004,0.0010820384466367094,0.4737502,0.007762060200745665
600,0.2636984,0.0010826078883880306,0.4737074,0.007751252223995813
601,0.26341859999999995,0.001071113364681802,0.47371800000000003,0.007790177327891839
602,0.26318579999999997,0.00104448597884319,0.4737132,0.00783349110933306
603,0.26295060000000003,0.0010525932927774229,0.4736972,0.007822741550121673
604,0.26269240000000005,0.0010532341809873086,0.473715,0.007887459083887535
605,0.26246519999999995,0.001080347980976496,0.47372879999999995,0.007895841725870646
606,0.26222,0.0010735688147482797,0.47369839999999996,0.007911550482680368
607,0.2619856,0.0010652041306716874,0.47368639999999995,0.007981161609690651
608,0.2617606,0.001050863949329323,0.4736632,0.007964446682601357
609,0.2615354,0.0010451301545740686,0.4736496,0.008036091054735524
610,0.261315,0.0010859990791893053,0.47368240000000006,0.008012225548497747
611,0.2610858,0.0011025870305785457,0.4737234,0.008027081178111996
612,0.2608214,0.0011108920019515763,0.4737462,0.00804810194766442
613,0.26061159999999994,0.0011185239559347903,0.47370539999999994,0.008025977762241801
614,0.2603726,0.0011146107123116925,0.47372620000000004,0.008019755791793166
615,0.26015859999999996,0.0011062239556256087,0.47369760000000005,0.00806632031598053
616,0.25991,0.0010982293021040727,0.47364639999999997,0.008001330504359885
617,0.25967060000000003,0.00109902367581413,0.47368559999999993,0.00799257056521869
618,0.2594294,0.0011067054892788736,0.47365979999999996,0.007989164296720898
619,0.259177,0.001141290322398305,0.4736358,0.00795797904998499
620,0.258938,0.0011485199171107222,0.4736336,0.007848608860173885
621,0.258711,0.0011450523132154192,0.47359260000000003,0.00793343132824631
622,0.2584696,0.0011388488222762569,0.4735816,0.007899881178853266
623,0.2582594,0.0011203750443489922,0.4735724,0.00784052877298465
624,0.2580028,0.0011268028043983698,0.47349859999999994,0.007882075021211098
625,0.2577684,0.0011482777712731244,0.47345360000000003,0.007935263640232747
626,0.2575364,0.0011780854977462341,0.4733937999999999,0.007951205755104069
627,0.2572992,0.0011690511366061033,0.47337939999999995,0.007958380302549013
628,0.2570624,0.0011506343641661267,0.4733568,0.008004617152618848
629,0.25683920000000005,0.001158652389632021,0.47339439999999994,0.00802984663863514
630,0.2566172,0.0011526358314749748,0.47329039999999994,0.008045766628482347
631,0.256376,0.0011761741367671713,0.47326679999999993,0.00806164363886174
632,0.2561382,0.0011895789843469776,0.47328780000000004,0.008077829842228667
633,0.2559,0.0012021499074574768,0.47320399999999996,0.00804594044223544
634,0.2556686,0.0012069471570868237,0.47318999999999994,0.00807841306198192
635,0.2554254,0.0011992223480239224,0.47322299999999995,0.008084272311098881
636,0.2551956,0.0012036063476070613,0.47322220000000004,0.008078305079656258
637,0.2549806,0.0011959873912378801,0.4731452,0.008042850226132516
638,0.2547446,0.001194473373499807,0.4731396,0.008048547113610003
639,0.25452579999999997,0.0011733042913072427,0.4731032,0.008086452928200354
640,0.2542906,0.001155393197141122,0.473054,0.00809030746016491
641,0.2540596,0.0011673310755736775,0.47303280000000003,0.008090198944401791
642,0.25381960000000003,0.0011615895316332576,0.4729814,0.008059640850559035
643,0.253583,0.0011494741406399614,0.4729654,0.008118135022281906
644,0.2533436,0.0011227723901129822,0.47297,0.008187573486693115
645,0.2531196,0.0011326419734408485,0.4729578,0.008183660730993187
646,0.252902,0.0011207012090651022,0.47291059999999996,0.008161256584619789
647,0.25269220000000003,0.0011378329227087764,0.472891,0.008187590805603322
648,0.252446,0.0011772418613012277,0.47292020000000007,0.008211825580222706
649,0.25223840000000003,0.0011908310711431754,0.47294800000000004,0.008216766639013192
650,0.2520088,0.0011855826247039836,0.4728454,0.008203959522084431
651,0.2518,0.0011646503337912233,0.472853,0.008201875029528311
652,0.2515886,0.0011406232682178653,0.47278560000000003,0.00821765116319741
653,0.25137860000000006,0.0011092930361270557,0.472816,0.00821963069730021
654,0.25115,0.0011050811734890803,0.472819,0.008281115407962855
655,0.25093200000000004,0.0011161926357040762,0.47280259999999996,0.008309863142074013
656,0.2507116,0.001122538302241848,0.4727774,0.008268403995935364
657,0.2504822,0.00111419143777001,0.472767,0.008251548921263199
658,0.2502512,0.0011171265640024881,0.4727456,0.008271764058530685
659,0.2500132,0.0011279798579761913,0.47273879999999996,0.008233326846421194
